clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
menghibur pamin,netral,1,3,15,2,2025-12-28 13:40:44,0,410.1.0.63.71,410.1.0.63.71
bagus suka sama au nya tapi bug dikit gasukak,netral,1,4,45,9,2026-05-09 14:10:22,0,,
kebanyakan kena banding nya,negatif,0,1,27,4,2026-05-03 23:06:37,0,,
sangat bagusss bisa juga lihat cortiss,positif,2,5,38,6,2026-02-14 09:21:08,0,416.0.0.47.66,416.0.0.47.66
i can already tell that the facilities fix the whole setting page,positif,2,5,65,12,2026-05-21 01:18:36,0,429.1.0.44.70,429.1.0.44.70
knapa yaa di akun saya kok jdi bnyak bgt iklan situs judol judi online jujur gk nyaman bgt itu mengganggu banget tlong dong lebih di perhatikan lgi untuk periklanannya sya gk pp ada iklan tpi jngan sering muncul dan hrus lebih pilah lgi untuk menampilkan iklan yg benar dan nggak mengganggu kenyamanan kami pra pengguna,negatif,0,1,319,55,2025-12-14 13:04:58,3,406.0.0.58.159,406.0.0.58.159
seneng kalo buka ig langsung di tunjukin hal hal yang bikin bahagia itu aja si soal males mikir,netral,1,4,95,18,2026-05-21 05:21:08,0,430.0.0.53.80,430.0.0.53.80
baguslh,netral,1,4,7,1,2026-05-20 13:08:23,0,,
gabisa login ke akun sndri padahal pw bener,negatif,0,1,43,8,2025-12-28 11:06:23,0,410.1.0.63.71,410.1.0.63.71
relevansi feed fyp dan iklan tidak sesuai,negatif,0,1,41,7,2026-02-20 08:33:18,0,188.0.0.35.124,188.0.0.35.124
kenapan tiba2 akun saya gabisa dibuka oyy pdhl sy ngga melanggar apapun tolong penjelasannya buat pihak ig,negatif,0,1,106,17,2026-02-05 16:17:29,1,,
apk ini sangat seru dan berguna tolong setelah di update jangan ada yg berubah ke buruk,positif,2,5,87,16,2026-05-14 06:50:16,0,,
sangat cocok untuk saya dan semua,positif,2,5,33,6,2026-02-11 15:34:40,0,,
yes banget,positif,2,5,10,2,2026-04-25 21:45:28,0,426.0.0.37.68,426.0.0.37.68
mantap untuk fyp video atau fto lebih cepet kalau di ig sih,positif,2,5,59,12,2026-03-22 07:37:37,0,421.0.0.51.66,421.0.0.51.66
plissssssss adainnnn streakkkk,positif,2,5,30,3,2026-05-17 14:29:00,0,429.1.0.44.70,429.1.0.44.70
sangat membantuu,positif,2,5,16,2,2026-02-25 12:05:47,0,,
min aku saya kok bisa di hack yah,negatif,0,1,33,8,2026-01-20 13:45:53,0,412.0.0.35.87,412.0.0.35.87
aplikasi jelek kek anj masa iyh mau lihat story malah ketekan liat foto profil sihh anj dongo laso,negatif,0,1,98,18,2026-02-27 05:10:03,0,417.0.0.54.77,417.0.0.54.77
aplikasi yang sangat di butuhkan oleh masyarakat,positif,2,5,48,7,2025-12-28 07:54:08,1,410.1.0.63.71,410.1.0.63.71
saran dong cara agar akun orang saya follow ada keterangan tanggal jangan cuman bulan nya aja,netral,1,2,93,16,2026-03-29 03:39:01,0,,
suka berubah followers dan tidak terlihat semua siapa aja pengikut nya suka nge bug sendiri apalagi bagian komen post an story tolonglah di benerin pembaruan setiap saat tapi kaga ada yang berubah justru makin bermasalah eror,negatif,0,1,225,36,2026-04-25 20:16:37,0,,
tolong tambahkan fitur ganti lagu saat ingin repost masak fitur seperti itu aja gaada,netral,1,3,85,14,2025-12-25 11:42:47,1,410.1.0.63.71,410.1.0.63.71
apk nya cukup bagus buat interaksi sosial dan bagus juga ada fitur affiliate,netral,1,4,76,13,2025-12-23 00:36:33,6,410.1.0.63.71,410.1.0.63.71
kok tiba2 ngga bisa masuk yaaa,netral,1,4,30,6,2026-03-18 14:23:43,0,421.0.0.51.66,421.0.0.51.66
oi akun saya kenapa di band syaa nggak pernah posting apa apa komen juga gak ada aneh aneh aja ini aplikasi,negatif,0,1,107,21,2026-04-01 00:06:30,0,306.0.0.35.109,306.0.0.35.109
kook chat saya ke temen saya pada ilang semua ini aplikasi nya gimana ya tolong dong di balikin semula,netral,1,3,102,19,2025-12-20 09:50:15,0,410.1.0.63.71,410.1.0.63.71
kasih menu edit ganti atau hapus audio donk,netral,1,4,43,8,2026-05-13 04:17:48,11,425.0.0.47.61,425.0.0.47.61
super app,positif,2,5,9,2,2026-01-29 05:56:55,0,413.0.0.41.84,413.0.0.41.84
cobalah sendiri,positif,2,5,15,2,2025-12-25 04:13:21,0,410.1.0.63.71,410.1.0.63.71
bagus aja seh,positif,2,5,13,3,2025-12-22 01:42:44,1,,
makin kesini makain banyak bug,negatif,0,1,30,5,2025-12-22 13:10:47,0,,
kasar,positif,2,5,5,1,2026-03-09 14:13:57,0,,
like,positif,2,5,4,1,2026-05-20 02:51:48,0,429.1.0.44.70,429.1.0.44.70
aplikasi nya sangat bagus dan hebat,positif,2,5,35,6,2026-03-09 11:39:55,0,411.0.0.23.257,411.0.0.23.257
bagus bgt dahhh,positif,2,5,15,3,2026-03-19 17:33:39,0,421.0.0.51.66,421.0.0.51.66
susah buat bales dm keluar terus,netral,1,3,32,6,2026-02-05 04:44:29,0,278.0.0.22.117,278.0.0.22.117
top markotyop,positif,2,5,13,2,2026-02-21 22:58:58,0,416.0.0.47.66,416.0.0.47.66
tolong lah perbaiki dan hilang kan bug eror nya saya mau login gabisa ini,netral,1,2,73,14,2026-04-02 01:43:17,0,,
sangat sangat baguss untuk para gen z soalnya kebanyakan gen z,positif,2,5,62,11,2026-03-22 15:51:15,0,,
kurang memuaskan ah kalo mau live harus 1000 foll dulu gua juga mau live ya walau gaada yang nonton,netral,1,3,99,19,2026-04-02 15:57:07,0,423.0.0.47.66,423.0.0.47.66
ok dan mantap,positif,2,5,13,3,2026-05-04 16:50:25,0,427.0.0.47.73,427.0.0.47.73
kenapa klo mau gnti pp sorotan selalu gabisa tolong di perbaiki lah,netral,1,2,67,12,2026-04-14 05:59:43,0,423.0.0.47.66,423.0.0.47.66
aku ngk bisa login developer nya update lgi dong instagram ini,positif,2,5,62,11,2026-03-20 10:43:29,0,,
gak seru,negatif,0,1,8,2,2026-03-12 13:13:49,0,,
bg makan seblak sini becanda iyaa menurut saya lumayan bagus tapi jangan sering update aja,positif,2,5,90,15,2025-12-11 02:03:26,0,,
cara update nya gimana kak,negatif,0,1,26,5,2026-02-22 06:03:00,0,278.0.0.22.117,278.0.0.22.117
bagus sih tapi,netral,1,4,14,3,2026-04-25 22:25:43,0,426.0.0.37.68,426.0.0.37.68
i am not impressed with this application every time i want to use the application there is always an error in the network section even though my wifi network and my internet are very good opening other applications can work but instagram doesn t work it always gives an error please pay more attention,negatif,0,1,301,54,2026-04-25 09:56:36,0,345.0.0.48.95,345.0.0.48.95
bertemu banyak teman,positif,2,5,20,3,2026-01-04 11:49:22,0,410.1.0.63.71,410.1.0.63.71
jujurr di sg ku gkk adaa komentar timbul nyaa tapii seruu bisa ngecet tmn selain wa,netral,1,3,83,16,2026-04-06 14:46:49,0,423.0.0.47.66,423.0.0.47.66
fyp ny cepet,positif,2,5,12,3,2026-03-11 07:43:54,0,,
jelek banget suka suspend gak jelas,negatif,0,1,35,6,2026-04-14 23:47:48,0,416.0.0.47.66,416.0.0.47.66
aplikasi bagus kalii cuman aga boros dikit,positif,2,5,42,7,2026-03-06 08:51:40,0,416.0.0.47.66,416.0.0.47.66
sebenarnya semua apk dari meta tuh makin ketat kalo mau ganti sandi atau masuk harus verifikasi ga kaya dulu,netral,1,3,108,19,2026-02-19 23:21:35,0,,
dengan menggunakan aplikasi instagram saya mendapatkan pengalaman yang banyak dari berbagai sumber,positif,2,5,98,12,2026-03-03 10:04:56,0,,
sekarang gak bisa live dan harus 1k pengikut baru bisa live,negatif,0,1,59,11,2026-01-31 18:10:36,0,413.0.0.41.84,413.0.0.41.84
kenapa downlod ini jdi gk bisa posting komen di cerita orang dan gk bisa bagikan ke cerita sendiri,negatif,0,1,98,18,2026-03-30 09:52:52,0,278.0.0.22.117,278.0.0.22.117
kenapa ga bisa masuk,negatif,0,1,20,4,2026-04-25 14:50:07,0,426.0.0.37.68,426.0.0.37.68
kok loading terus gimana ini,negatif,0,1,28,5,2026-04-25 15:09:09,0,,
semoga instagram semakin lebih baik lagi,netral,1,4,40,6,2026-02-09 03:15:53,0,415.0.0.36.76,415.0.0.36.76
makin aneh ig ini ya mau ngepost story pun udh gabisa lagi layar hitam terjadi kesalahan katanya cape hapus instal terus tolong lah diperbaiki,negatif,0,1,142,24,2026-02-12 04:56:59,0,391.0.0.42.82,391.0.0.42.82
mantap buat nyindir org,positif,2,5,23,4,2026-04-02 01:55:18,0,364.0.0.35.86,364.0.0.35.86
heran gue kagak spam main ga bisa komentar anehh main blok aja ga bisa koment terus main ga bisa pakai spasi kalau ada salah huruf we,negatif,0,1,133,26,2025-12-10 16:37:45,0,409.0.0.48.170,409.0.0.48.170
instagram emang debbesss,positif,2,5,24,3,2026-02-06 23:17:01,0,,
bagus dan sangat cocok yg ingin mnjadi creator ataupun buat chatan fitur nya bagus tanpa kendala,positif,2,5,96,16,2025-12-21 09:25:26,1,410.1.0.63.71,410.1.0.63.71
sekarang kok ada bug di versi terbaru mau share playlist spotify lewat ig stories jadi tidak bisa,positif,2,5,97,17,2026-02-10 11:00:08,3,415.1.0.46.76,415.1.0.46.76
tolong pihak instagram untuk bertanggung jawab atas akhir ini instagram banyak yang error tolong di perbaiki lagi agar orang lain bisa beraktivitas dengan nyaman seperti biasanya,netral,1,2,178,26,2026-04-30 11:33:39,1,,
kak mas mba tolong dong kenapa ya ig saya setiap mau edit foto sampul sorotan ig loadingnya lama banget tolong dong diituin jangan begitu napa,netral,1,2,142,25,2026-03-15 05:02:14,0,389.0.0.49.87,389.0.0.49.87
jarang main sji tapi suka,netral,1,4,25,5,2026-02-21 12:43:56,0,,
balikin ig gua yang nama nya nishika starbuy sama yang nishika starbuy 02 gua ga ngelakuin apa apa tiba tiba di suspend aneh bet lu,positif,2,5,131,25,2025-12-28 06:35:45,0,410.1.0.63.71,410.1.0.63.71
sangat bagus untuk scroll,positif,2,5,25,4,2026-02-05 23:39:08,0,,
woii ini aku udah update kenapa belum ada fitur ubah gaya si yang ada filter lensa kamera apaan dah ig ni,negatif,0,1,105,21,2026-04-28 05:06:35,0,,
woi bikin fitur hapus semua komen ama like,positif,2,5,42,8,2026-02-05 14:24:52,0,414.0.0.40.83,414.0.0.40.83
knp g bisa di install ini,negatif,0,1,25,6,2026-03-06 16:39:35,0,,
jelek sering bug knp sihh ig ini,negatif,0,1,32,7,2026-04-25 16:02:30,0,,
bantu akun saya supaya fyp teruss,positif,2,5,33,6,2026-05-13 04:48:42,0,429.1.0.44.70,429.1.0.44.70
moga lebih baik yaa,positif,2,5,19,4,2025-12-04 05:13:14,0,187.0.0.32.120,187.0.0.32.120
tolong sadar aplikasi apa yang sudah anda buat ini aplikasi ini tipe mengedit yang sama seperti capcut namun tidak ada fitur melanjutkan editan saat sudah masuk aplikasi maksud saya editan yang baru baru ini dibuat setelah keluar aplikasi dan dengan tidak menambahkan fitur itu benar benar sangat menyusahkan dan merugikan banyak pihak terkait waktu dan beban yang sudah hilang begitu saja percayalah fitur draf pilihan yang kurnag berguna dalam banyak kasus mengedit,negatif,0,1,467,72,2026-05-13 15:35:59,0,,
saran buat ig tolong tambahkan fitur filter untuk melihat postingan lama yang disimpan maksud ku fitur untuk melihat postingan lama yang disimpan ke atas dan yang baru ke bawah maksud ku fitur sort,netral,1,4,197,33,2026-05-17 05:23:35,0,429.1.0.44.70,429.1.0.44.70
mengapa setiap aku membikin akun instagram pas ada aja akun ku yang ke band kenapa yaa padahal aku tidak macam dalam instagram tapi kenapa setiap aku membikin akun itu ke band aku udah mengalami 15× akun ke band instagram ku juga tidak pernah ter update tolong yaa benarkan fitur kaya di hp iphone,negatif,0,1,297,53,2026-03-15 03:44:33,0,278.0.0.22.117,278.0.0.22.117
iklanya banyakk benerr bisnis ya bisnis tp gaa segitunya satu dua video iklan gitu aja trs,netral,1,2,90,16,2026-04-25 12:21:14,0,,
worit,positif,2,5,5,1,2026-03-23 14:31:47,0,,
okeeee sekali,positif,2,5,13,2,2025-12-04 07:33:00,0,408.0.0.51.78,408.0.0.51.78
aplikasi bagus cuman satu tolong buka fiktur live nya,positif,2,5,53,9,2026-02-05 19:44:19,0,365.0.0.40.94,365.0.0.40.94
lu bisa ilangin iklan slot gak cape gw liat nya udh di laporin tetep aja ada gjs kalo sampe 1 minggu ga di ilangin tu iklan slot mending gw hpus aja,negatif,0,1,148,31,2026-04-26 17:58:44,0,426.0.0.37.68,426.0.0.37.68
okehh,positif,2,5,5,1,2026-05-09 23:23:00,0,425.0.0.47.61,425.0.0.47.61
apasih masa ga bisa login mau login aja dibikin ribet,negatif,0,1,53,10,2026-01-16 15:12:05,0,412.0.0.35.87,412.0.0.35.87
ig ini bagus banget cocok buat rebahan orang nya bisa diajak ngobrol seru banget pokoknya,positif,2,5,89,15,2026-04-15 16:57:16,0,,
saya sudah uninstall dan download lagi masih tetap tidak bisa di buka instagram saya kenapa ini,negatif,0,1,95,16,2026-04-26 14:44:37,0,425.0.0.47.61,425.0.0.47.61
yang penting baik baik aja saudara,positif,2,5,34,6,2026-01-11 15:32:29,0,,
verifikasinya sekarang rada ribet,positif,2,5,33,4,2026-01-17 09:23:44,0,412.0.0.35.87,412.0.0.35.87
tolong instagram kasi fiture kek tiktok biar kita tau mana teman dan mana yang bukan,netral,1,2,84,15,2026-02-07 06:22:26,0,,
disini saya banyak mengenal orang,positif,2,5,33,5,2026-05-09 10:42:14,0,428.0.0.47.67,428.0.0.47.67
menambah wawasan tentang ilmu pengetahuan dalam dan luar negeri bagus,positif,2,5,69,10,2026-04-13 06:36:51,0,,
tolong dong kenapa pas login kata sandinya salah padahal udah bener,negatif,0,1,67,11,2026-03-03 09:31:26,0,,
tapii kenapa buat edit foto ubah gayanya bermasalah teruss,positif,2,5,58,9,2026-04-17 05:42:26,0,425.0.0.47.61,425.0.0.47.61
bug for infinix note 40 pro 5g,negatif,0,1,30,7,2026-01-04 02:38:00,2,410.1.0.63.71,410.1.0.63.71
tolong perbaiki bug lemot padahal buat aplikasi lain lancar aja sinyal lancar,negatif,0,1,77,12,2026-04-25 05:10:56,3,426.0.0.37.68,426.0.0.37.68
setelah update malah ngebug semua ini bagaimana masa harus uninstal dulu lalu instal lagi baru normal,negatif,0,1,101,16,2026-04-25 07:35:54,1,426.0.0.37.68,426.0.0.37.68
bagus bagus aja apinya tu rekomen banget soalnya berguna banget buat aku,positif,2,5,72,12,2026-01-19 03:38:05,0,,
saya gak suka instagram masa akun saya udh 2 tahun saya rawat tb berhenti secara paksa trus swtiap kali mau login saya malah otomatis keluar dri aplikasi saya masuk ke akun orang lain dan itu pure bukan akun saya,negatif,0,1,212,39,2026-04-07 12:30:30,0,423.0.0.47.66,423.0.0.47.66
tolong ya buat developer diperbaiki lagi fitur yg ada d ig suka tiba ngebug padahal sinyal lancar kuota aman plus lagi ig punyaku updatenya tu llet bngt tolong lebih ditingkatkan lagi,positif,2,5,183,31,2026-05-21 10:30:27,0,412.0.0.35.87,412.0.0.35.87
baik bisa untuk melihat reels cerita dan lebih banyak informasi banyak orang,positif,2,5,76,12,2026-05-11 12:55:33,0,307.0.0.34.111,307.0.0.34.111
srlalu bagus aplikasi instagram,positif,2,5,31,4,2026-03-11 09:32:54,0,419.0.0.49.71,419.0.0.49.71
update ig di aku makin jelek ga dapet teks ai tapi untuk aplikasi nya baguss,netral,1,4,76,15,2026-01-15 03:53:29,1,412.0.0.35.87,412.0.0.35.87
ini napa dah kluar mulu dengan sndirinya kek di tutup paksa,negatif,0,1,59,11,2026-02-12 18:16:47,0,382.0.0.49.84,382.0.0.49.84
menyengkan,positif,2,5,10,1,2026-02-24 17:06:18,0,,
jujur entah kenapa setelah di update ig gua jadi lage parahh buat liat postingan reels akun semua ga bisa loding doang plis lah ig kenapa makin di update malah nge bug saya pake ig udah lama gaada ganguan baru kali ini lag padahal koneksi internet lancar saya buat masuk apk lainnya bisa tapi ig malah ga bisa kan aneh tolong segera perbaiki bugnya guna kenyamannya bersama,negatif,0,1,373,66,2026-04-24 16:05:09,0,,
dapat terhubung dengan banyak kawan baru,positif,2,5,40,6,2026-04-04 21:38:48,0,423.0.0.47.66,423.0.0.47.66
tolong dong ini instagram makin kemari makin gajelas masa akun utama saya tiba follow banyak orang tanpa sepengetahuan saya password sudah di ganti masih aja kaya begitu tolong dong instagram di benerin lagi mungkin ngbug saya sudah unfoll semua tetep aja masih begitu awal awal masih puluhan makin kemari ribuan,netral,1,2,312,50,2025-12-16 11:28:46,0,,
semakin di kesini banyak bug tiba tiba layar putih semua ga bisa liat story beranda tolong dong di perbaiki,negatif,0,1,107,19,2026-04-27 17:36:08,0,426.0.0.37.68,426.0.0.37.68
banyak bug ih aku lagi pengen lihat story ig malah ke skip terus terus kalo lihat ulang malah ke skip lagi padahal aku ga mencet dan ini berulang kali gedeg aku,netral,1,3,160,31,2026-04-17 19:32:21,0,425.0.0.47.61,425.0.0.47.61
nge lag gak bisa dipake wifi lancar kuota penuh tetap gak bisa loading terus,negatif,0,1,76,14,2026-04-26 10:33:31,4,426.0.0.37.68,426.0.0.37.68
ok bos,positif,2,5,6,2,2026-04-10 18:31:21,0,,
mau hapus fto di ig susah banget harus satu itu pun selesai satu langsung back ke menu awal harus buka ulang lagi scroll lagi,negatif,0,1,125,24,2026-04-12 13:04:10,0,424.0.0.49.64,424.0.0.49.64
hello developer please add a feature wallpaper custom for room chat,positif,2,5,67,11,2026-02-21 15:06:59,0,417.0.0.54.77,417.0.0.54.77
saya sangat senang menonton di ig,positif,2,5,33,6,2026-05-14 09:58:24,0,429.1.0.44.70,429.1.0.44.70
gimana si bugnya tolong lh wifi aman loh padahal,netral,1,3,48,9,2026-04-30 17:22:31,0,427.0.0.47.73,427.0.0.47.73
teebaik,positif,2,5,7,1,2026-04-08 12:53:30,0,420.0.0.55.74,420.0.0.55.74
kerena suka,positif,2,5,11,2,2026-02-08 11:48:43,0,415.0.0.36.76,415.0.0.36.76
bagus buat waktu luang,positif,2,5,22,4,2026-03-23 15:01:00,0,,
saya menyulai dan sangat seru karna bisa berkomunikasi sama temen,positif,2,5,65,10,2026-01-18 13:58:42,0,,
ko gaada notifikasi kalo ada orang yang follow atau like tolong instagram perbaiki lagi,negatif,0,1,87,14,2026-03-30 18:05:47,8,422.0.0.44.64,422.0.0.44.64
bug ga bisa ganti email,negatif,0,1,23,5,2026-04-27 11:42:18,0,426.0.0.37.68,426.0.0.37.68
ngebug wae ah cape attu hayoh kudu nga uninstall ma anjir malales benerin i tolong,negatif,0,1,82,15,2026-05-09 03:16:58,0,428.0.0.47.67,428.0.0.47.67
okee,positif,2,5,4,1,2026-05-20 01:52:45,0,429.1.0.44.70,429.1.0.44.70
akun saya kena ben mulu padahal gak ngelakuin apa2 setiap baru bikin akun gak sampe satu hari kena ben lagi tolong di perbaiki sistemnya,negatif,0,1,136,24,2026-04-27 05:11:51,0,,
kenapa ig saya ngeleg padahal sinyal saya lancar kadang bisa kadang tidak bisa,positif,2,5,78,13,2026-04-26 23:48:14,0,426.0.0.37.68,426.0.0.37.68
ni aplikasi bagus bagus aja cuman tiap hari pasti ada aja masalahnya mulai dari ke log out sendiri apk nya kehapus sendiri gabisa bikin story dll,negatif,0,1,145,26,2025-12-13 15:24:23,0,,
ko saya ignya kaya ig tahun kapan ini ga bisa posting catatan musik gmna min,positif,2,5,76,15,2026-01-06 15:35:52,0,278.0.0.22.117,278.0.0.22.117
sangat realistis,positif,2,5,16,2,2025-12-12 10:19:23,0,409.0.0.48.170,409.0.0.48.170
baguss bangett tapi sayangnya pas mau post foto malah jadi ngezoom,positif,2,5,66,11,2026-01-06 07:24:24,0,410.1.0.63.71,410.1.0.63.71
dibuka ngekeg kaya gaada internet padahal wifi lancar buka apl lainya bisa,negatif,0,1,74,12,2026-04-25 03:36:50,1,,
baru coba aja sih,netral,1,4,17,4,2026-01-05 01:29:30,0,410.1.0.63.71,410.1.0.63.71
sangat bagus buat simpan memori foto foto terindah dan untuk promosi bisnis,positif,2,5,75,12,2026-02-25 13:36:17,9,417.0.0.54.77,417.0.0.54.77
lumayan,positif,2,5,7,1,2026-05-20 00:57:41,0,429.1.0.44.70,429.1.0.44.70
aplikasi error,negatif,0,1,14,2,2026-05-07 06:38:23,0,,
makin nge bug makin parah nihh anjay lahh,netral,1,2,41,8,2026-03-22 07:39:39,0,421.0.0.51.66,421.0.0.51.66
jossssss,positif,2,5,8,1,2026-02-27 07:13:25,0,,
ini kenapa dah mau buat story ig gabisa di tekan tombol bagikan cerita anda,netral,1,3,75,14,2026-03-08 19:28:08,0,419.0.0.49.71,419.0.0.49.71
lagi scroll reels tiba suka bug video jadi hitam semua,netral,1,3,54,10,2026-05-03 14:13:02,0,,
aplikasi ini sangat mudah dan berguna untuk semua kalangan,positif,2,5,58,9,2026-02-20 04:42:29,0,417.0.0.54.77,417.0.0.54.77
saya sangt menyukai,positif,2,5,19,3,2026-03-29 01:44:58,0,422.0.0.44.64,422.0.0.44.64
sekarang udah banyak iklan judolnya,netral,1,3,35,5,2025-12-16 10:40:29,1,409.1.0.49.170,409.1.0.49.170
instagram nya bagus tapi postingan ulang di akun saya belum bisa di buat,negatif,0,1,72,13,2026-01-11 04:09:29,0,411.0.0.23.257,411.0.0.23.257
sok yes lag su,netral,1,3,14,4,2026-04-25 12:28:33,0,,
aplikasi stabil dan fast respons,positif,2,5,32,5,2026-02-18 04:42:00,0,,
tiba tiba langsung di blokir tanpa menjelaskan pelanggaran apa yang dilakukan banyak kenangan di akun saya kalau anda hapus akun saya,negatif,0,1,133,21,2026-05-11 05:50:54,0,428.0.0.47.67,428.0.0.47.67
sangat nyaman pada saat di pakai tidak unsur glicth pada aplikasi emang meta memang terbaik apknya,positif,2,5,98,16,2026-03-31 10:43:03,2,422.0.0.44.64,422.0.0.44.64
akhir akhir ini ig gak bisa di buka,negatif,0,1,35,8,2025-12-30 15:56:24,0,392.2.0.58.78,392.2.0.58.78
nice app like it,positif,2,5,16,4,2026-01-01 11:52:27,0,185.0.0.38.116,185.0.0.38.116
bingung,netral,1,4,7,1,2026-02-07 12:29:43,0,415.0.0.36.76,415.0.0.36.76
aplikasi ini bagus banget selain ngasih informasi tentang medsos juga untuk komunikasi serta berbagi informasi diri kita minusnya kalau upload story instagram sm real kadang suka lag ngestuck di 90 hbis itu nunggu trus pernah dlu smpek 30 menit ke atas nunggu selesai toh padahal videonya ga panjang kalau udh dibenerin ku kasih bintang 5,netral,1,4,338,55,2026-04-06 06:58:50,0,,
